No,KOAjobID,RA,DEC,z,PSFFLUX_G,PSFFLUX_R,PSFMAG_G,PSFMAG_R,MI,extracted,use
152,0,197.77298000000002,51.0105958,3.1510000000000002,76.207695,99.67734,17.795002,17.503508,-28.96192362,,
153,0,135.26224330000002,35.8245956,3.113391638,75.61578,94.17449,17.803467,17.565165,-29.11490017,,
154,0,142.13697439999999,18.8067985,3.15,33.887386,87.87268,18.674896,17.640364,-29.09157286,,
155,28334,117.3662982,41.878425899999996,3.109782219,75.08315,86.28838,17.811142,17.660116,-28.95055423,True,True
156,0,177.21445590000005,23.2279,3.08312273,54.437904,83.32942,18.160244,17.698002,-29.27365584,,
157,30459,155.0416398,10.667426400000002,3.159,54.40891,80.7646,18.160822,17.731945,-28.93035719,True,check
158,32223,155.48566630000005,30.027899199999997,3.120274782,69.89041,79.973465,17.888954000000005,17.742632,-28.70202124,True,False
159,0,151.43882250000001,30.1411804,3.115,49.235797999999996,75.8628,18.269295,17.799925,-28.91432545,,
160,0,183.7328051,51.7199468,3.082,59.572777,73.106064,18.062378,17.840113,-28.64590296,,
161,2425,116.3407864,47.5767232,3.22,223.7695,288.88876,16.625498,16.348173000000006,-30.31315566,True,True
162,4508,135.1396209,42.2630579,3.293,143.6103,195.35818,17.107035,16.772920000000006,-29.86537253,True,check
163,0,120.32414809999999,52.1762655,3.2089999999999996,122.53409599999999,172.25346000000005,17.279358,16.90958,-29.80304084,,
164,8842,145.5085177,4.37904018,3.2739999999999996,109.8962,129.83827,17.397543,17.216492000000002,-29.42159855,True,True
165,10921,180.43486230000002,1.26990389,3.233,80.92477,111.18638600000001,17.729795000000006,17.384870000000006,-29.20373522,True,check
166,0,149.71748480000005,12.045845199999999,3.298,75.59299,105.08554,17.803795,17.44614,-29.13926799,,
167,14335,164.3117566,44.056622600000004,3.34,60.99503299999999,99.57255,18.036762,17.50465,-29.17693581,True,False
168,0,228.4029424,43.11897620000001,3.2867560389999997,57.988884,83.31103,18.091635,17.698242,-28.95901992,,
169,21001,216.43047620000002,54.105444299999995,3.247,56.868526,82.54021,18.112818,17.708334,-29.07327543,True,check
170,0,196.7927099,12.5060304,3.202,64.7949,81.820984,17.971146,17.717836,-28.96461832,,
171,0,213.3377409,9.36801886,3.327,51.1898,80.61326600000002,18.227037,17.733982,-29.11147472,,
172,0,253.84620669999998,18.785684399999997,3.3480000000000003,47.173522999999996,74.47236,18.31575,17.82001,-29.05089161,,
173,22639,138.79173319999998,47.9496693,3.3360998630000003,54.277522999999995,73.26489000000002,18.163446,17.837757,-28.78730461,True,check
174,0,151.54396359999996,37.0871852,3.2042324539999996,67.96565,72.90456,17.919275,17.843110999999997,-28.78745942,,
175,0,225.88408419999996,36.6883534,3.2569999999999997,36.120922,71.403435,18.605597,17.8657,-29.17871670000001,,
176,0,229.6920728,48.379378700000004,3.2939999999999996,44.330975,70.56363,18.383226,17.878544,-28.85871217,,
177,0,157.3506953,42.6367398,3.275,53.48570600000001,69.16778000000001,18.179403,17.900238,-28.75437613,,
178,0,210.0577042,38.9050006,3.283,45.15845,63.286933999999995,18.363148000000002,17.996712,-28.7017983,,
179,0,156.290153,4.87966551,3.2301719189999996,49.146294,61.91016800000001,18.271269,18.020592,-28.62547053,,
180,0,27.21107657,-9.1202599,3.3169999999999997,39.041092,61.532306999999996,18.521189,18.027237,-28.74760801,,
181,0,179.9763799,20.3225326,3.425,61.356944999999996,128.87683,18.030338,17.224562,-29.59988386,,
182,0,189.17269530000002,65.9117806,3.385,74.27788000000002,120.44588999999999,17.82285,17.29802,-29.46427485,,
183,0,167.8296029,13.6010825,3.475,56.749886,119.76448,18.115085999999998,17.304178,-29.50779334,,
184,25922,215.3499312,46.554989,3.445,64.46753000000001,112.59435,17.976645,17.371208,-29.44217967,True,False
185,27971,142.3104174,28.424763399999996,3.395,42.90461,96.76718000000001,18.418736,17.535679000000002,-29.19747501,True,False
186,29524,185.92982460000002,50.631519899999994,3.4911410810000003,47.180267,91.87191999999999,18.315596,17.592041000000002,-29.26988512,True,check
187,2258,155.85548319999995,51.714186100000006,3.4653987880000003,41.04855,79.82605,18.466751000000002,17.744637,-29.08150089,True,False
188,0,239.80144930000003,48.47221320000001,3.407761335,42.464863,78.452484,18.429920000000006,17.763481,-29.04676263,,
189,0,197.700515,36.2659207,3.429456472,31.483913,74.88606,18.75477,17.813995000000006,-29.02338565,,
190,0,44.77347805,0.18942791,3.3727419380000003,48.64359,74.099594,18.282432999999997,17.825459,-28.9689478,,
191,0,149.671736,28.4582191,3.4,39.392179999999996,73.24875,18.511469,17.837997,-28.92858634,,
192,0,158.7346365,3.98317264,3.3610229489999996,39.393190000000004,70.11538,18.511442000000002,17.885464000000006,-28.97360937,,
193,0,356.60695519999996,-0.2667848,3.4989999999999997,33.44077,67.77252,18.6893,17.922363,-28.97754358,,
194,0,217.26263390000003,-1.7553781000000002,3.42,31.920832,59.358498,18.739805,18.066288,-28.86569479,,
195,0,177.4442081,18.2216097,3.43,33.928535,56.788880000000006,18.673579999999998,18.114335999999998,-28.70872264,,
196,0,137.9802989,32.4015704,3.4389999999999996,25.157505,55.48141,18.998317999999998,18.139626,-28.82184727,,
197,8741,126.39665819999999,51.45176970000001,3.495437145,19.03172,54.940113000000004,19.301281,18.150270000000006,-28.82537799,True,False
198,0,141.2361215,30.898542100000004,3.457370281,22.9075,53.54519300000001,19.100039000000002,18.178194,-28.80001601,,
199,0,149.0212292,14.815196900000002,3.4776842589999997,23.100597,51.923874,19.090925,18.211576,-28.60424237,,
200,10588,178.9108655,5.51406146,3.463,20.400806,51.300045000000004,19.22586,18.224698999999998,-28.68660789,True,False
201,29561,180.4496128,12.1084171,3.5039999999999996,48.152786,107.97941599999999,18.293442000000002,17.416647,-29.41771803,True,True
202,0,220.708831,9.33376553,3.529,52.402264,98.44256,18.201622,17.517039999999998,-29.32441864,,
203,32118,118.2639027,42.5252298,3.5941438669999997,37.251312,88.739235,18.57214,17.62971,-29.34088861,True,check
204,0,162.4560926,59.5775423,3.53854394,43.472843,87.137314,18.40445,17.649488,-29.20183297,,
205,480,223.5373187,51.2454913,3.6397047039999997,36.59746,92.97759,18.591366,17.579051999999994,-29.20044407,True,check
206,0,215.6792733,44.289286499999996,3.615,18.21098,53.718815,19.34914,18.174679,-29.16774042,,
207,0,182.3938691,55.6293113,3.5869999999999997,30.58015300000001,72.98798000000002,18.786392000000006,17.84187,-29.018168499999998,,
208,0,231.15035989999998,21.385861300000002,3.59163785,30.675621000000003,72.59650400000002,18.783007,17.847707999999994,-29.07230009,,
209,0,194.9946876,61.0230289,3.572,24.735197,58.952488,19.016697,18.07374,-28.86724515,,
210,0,221.3186134,9.97669066,3.540707588,35.45802,68.12727,18.625708,17.916695,-28.86181025,,
211,0,149.41029,25.647974899999998,3.595,27.342218,58.440464,18.907904000000002,18.083212,-28.89998251,,
212,1956,212.9486661,14.3649805,3.546126366,24.779757999999998,57.54115,19.014744,18.100048,-28.73024168,True,False
213,0,236.1874528,43.5591326,3.51,24.051218,55.732245999999996,19.047142,18.134729999999998,-28.69149561,,
214,2670,248.25056980000002,36.4846843,3.575,15.58235,47.838696,19.518381,18.300545,-28.69787035,True,False
215,0,145.3257604,14.141055800000002,3.522,24.929659,53.76384,19.008195999999998,18.173769,-28.70200844,,
216,0,186.5087567,13.3540365,3.543,22.955814,51.31545,19.097752,18.224373,-28.65363415,,
217,3105,203.2271466,0.88073168,3.507107258,22.051037,45.70486500000001,19.141409,18.350085999999997,-28.61809092,True,check
218,0,152.7948535,42.6603188,3.562232733,18.94756,50.063790000000004,19.306093,18.251184,-28.63187425,,
219,0,22.80521434,8.87932907,3.532,22.16484800000001,47.78998,19.135820000000002,18.301651,-28.63943555,,
220,0,223.0623517,38.4424189,3.545941353,23.566183,45.727913,19.069262,18.349539,-28.57007399,,
221,0,151.853657,58.034399300000004,3.768014908,34.155537,109.44856000000001,18.666339999999998,17.401974,-29.43973027,,
222,0,192.4884971,-1.9913348999999998,3.665,30.742962,70.89296,18.780626,17.87349,-29.00944707,,
223,0,173.3926304,13.0981243,3.682,20.695284,63.17169000000001,19.2103,17.99869,-28.92172321,,
224,4141,246.6059682,43.4889432,3.735,19.346834,63.945156000000004,19.283451,17.985477,-28.87333101,True,False
225,0,220.55455330000004,39.3155729,3.657299519,23.077358,50.317688000000004,19.092018,18.245691,-28.69126202,,
226,0,185.1164898,26.3176652,3.700623989,15.251292000000001,52.06058,19.541695,18.208721,-28.72577832,,
227,0,196.2190749,2.65692661,3.6430000000000002,16.623371,43.076096,19.44817,18.4144,-28.60923334,,
228,0,225.87035690000002,4.33028259,3.663614035,17.866016000000005,58.343,19.369904000000002,18.085024,-28.66182068,,
229,0,208.19990719999998,13.0532095,3.693,21.206329999999998,50.449776,19.183817,18.242846,-28.61113526,,
230,0,150.1712762,40.9942161,3.796133041,18.184607,41.16771,19.350714,18.463598,-28.43405515,,
231,0,132.38509390000002,40.379788500000004,3.745,9.647522,36.36352,20.038866,18.598323999999998,-28.40727767,,
232,0,163.41981819999995,1.05992771,3.66966629,17.50638,38.262245,19.391981,18.543064,-28.39975112,,
233,0,128.4235325,30.5635627,3.774281263,16.361833999999998,38.885708,19.465387,18.525515,-28.45216107,,
234,0,180.9669676,9.65213624,3.693,10.86022,35.17157,19.91033,18.634508,-28.33280922,,
235,5747,164.7668927,23.113455,3.770752907,12.402655000000001,39.14255,19.766157,18.518368,-28.35725567,False,False
236,0,42.990336799999994,-4.1690316,3.692453623,15.687259,37.01376,19.511097,18.579079999999998,-28.359426199999998,,
237,0,139.6458687,15.0402232,3.753,8.46562,29.457067,20.18073,18.827007000000002,-28.38068712,,
238,0,229.5965586,26.064823899999997,3.6630000000000003,14.423714000000002,36.7218,19.602264,18.587679,-28.34016159,,
239,0,180.0784509,10.96649,3.764,6.06502,31.073109999999996,20.542679999999997,18.769022,-28.35973614,,
240,0,3.8356116719999997,0.4546146,3.69436717,19.615005,38.205044,19.268507,18.544687,-28.31125417,,
241,0,249.7879551,28.41309960000001,3.815,25.603165,109.493706,18.979252,17.401525,-29.71563734,,
242,0,221.4281555,49.046929399999996,3.880037785,27.875282000000002,109.48085,18.88694,17.401653,-29.44874897,,
243,0,204.5836204,56.197342000000006,3.8014123439999996,32.900887,83.13779,18.706972,17.700502,-29.23351705,,
244,0,249.9605048,43.66769779999999,3.99,20.257925,63.96738000000001,19.233492000000002,17.9851,-29.22004117,,
245,0,199.8091753,52.0333612,3.91,25.555843,74.35512,18.98126,17.821720000000006,-29.11433906,,
246,0,161.21375790000005,24.5640358,3.855,18.407232,58.995174,19.337502999999998,18.072954,-28.92686862,,
247,6490,123.64664579999999,50.4962126,3.88,16.286825,50.35064000000001,19.470375,18.244982,-28.94456996,True,False
